"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,0,0,0,1,0,0,1,1,2,3,4,5,6,7,8
"2",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"3",1,1,0,0,0,0,0,1,8,1,2,3,4,5,6,7
"4",0,0,1,1,0,0,1,1,1,2,5,3,4,6,7,8
"5",0,0,0,0,1,1,0,0,1,2,3,4,5,6,7,8
"6",1,0,0,0,0,0,1,0,1,2,3,4,5,6,8,7
"7",0,0,0,0,0,0,1,1,1,2,3,4,6,7,5,8
"8",1,0,0,0,1,1,0,1,1,2,3,4,5,7,6,8
"9",1,0,1,0,0,1,1,1,1,2,3,4,6,5,8,7
"10",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"11",1,0,0,1,0,0,1,1,1,3,2,5,4,7,8,6
"12",1,0,0,1,0,0,0,1,1,2,3,4,5,7,6,8
"13",0,0,0,1,1,1,1,0,1,2,3,5,4,6,7,8
"14",1,0,0,1,0,0,0,0,1,2,3,4,6,8,7,5
"15",0,0,0,0,0,0,1,0,1,2,3,4,8,6,5,7
"16",0,0,1,1,0,0,0,0,1,2,3,4,5,6,7,8
"17",0,0,1,1,0,1,0,0,1,2,3,4,6,5,7,8
"18",0,1,1,1,1,0,0,1,1,2,3,4,7,5,8,6
"19",1,0,1,0,1,0,1,0,1,2,3,4,5,6,7,8
"20",1,1,1,1,1,1,0,1,8,1,2,3,4,5,6,7
"21",1,0,0,0,0,1,0,0,1,2,4,3,6,5,8,7
"22",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"23",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"24",0,1,0,0,0,1,0,1,1,2,3,4,7,5,8,6
"25",0,1,0,1,1,0,1,0,1,2,3,6,4,5,8,7
"26",1,1,0,0,0,1,1,1,8,1,2,3,4,5,6,7
"27",1,1,0,0,0,1,0,0,8,1,2,3,4,5,6,7
"28",0,0,0,1,0,1,0,0,1,2,3,4,7,5,6,8
"29",0,1,1,1,0,0,1,1,1,2,3,4,5,6,7,8
"30",0,0,0,0,1,1,1,1,1,2,3,4,7,5,6,8
"31",0,1,0,1,0,0,1,1,1,2,3,4,7,5,6,8
"32",0,1,1,1,1,1,0,1,1,2,3,5,4,6,7,8
"33",0,1,0,0,0,0,0,0,1,2,3,4,5,6,8,7
"34",1,0,0,0,1,1,1,0,1,2,3,5,4,8,7,6
"35",1,1,0,1,1,0,1,0,8,1,2,3,4,5,6,7
"36",1,1,0,0,0,1,0,1,8,1,2,3,4,5,6,7
"37",1,0,0,1,0,1,1,0,1,2,5,3,4,6,8,7
"38",1,1,0,0,1,1,1,0,8,1,2,3,4,5,6,7
"39",0,0,1,1,1,1,1,1,1,2,3,4,5,6,8,7
"40",0,0,1,1,0,1,0,1,1,2,4,3,5,7,6,8
"41",1,1,1,1,0,1,0,0,8,1,2,3,4,5,6,7
"42",0,0,0,0,1,1,1,0,1,2,5,3,4,6,8,7
"43",1,1,0,0,1,0,1,1,8,1,2,3,4,5,6,7
"44",1,0,1,1,1,0,0,1,1,3,4,2,5,6,7,8
"45",0,1,1,1,1,1,0,1,1,2,3,4,5,6,7,8
"46",1,1,1,0,1,0,0,0,8,1,2,3,4,5,6,7
"47",1,1,0,0,1,1,0,0,8,1,2,3,4,5,6,7
"48",0,0,1,1,1,1,1,0,1,2,3,4,5,6,8,7
"49",0,0,1,1,0,1,1,1,3,1,2,4,6,5,7,8
"50",1,0,1,0,0,1,1,0,1,2,3,4,5,6,7,8
"51",0,1,1,1,1,1,1,0,1,2,3,6,4,8,5,7
"52",1,1,1,1,0,0,0,0,8,1,2,3,4,5,6,7
"53",1,1,0,0,0,1,0,1,8,1,2,3,4,5,6,7
"54",0,0,0,0,1,0,0,1,1,3,2,5,6,4,7,8
"55",1,1,1,0,1,1,1,0,8,1,2,3,4,5,6,7
"56",1,0,0,1,1,1,0,0,1,2,3,5,4,6,8,7
"57",0,0,1,1,0,1,0,0,2,1,3,8,4,6,5,7
"58",1,1,0,0,0,1,1,1,8,1,2,3,4,5,6,7
"59",0,1,1,1,1,0,1,0,1,2,4,3,5,7,6,8
"60",0,1,1,1,0,0,0,0,1,2,3,4,6,5,8,7
"61",0,0,1,1,1,0,1,1,2,1,4,6,3,7,8,5
"62",1,1,1,0,0,1,1,0,8,1,2,3,4,5,6,7
"63",0,0,1,0,1,1,0,0,1,2,3,4,5,7,8,6
"64",0,0,0,1,0,0,1,0,1,2,3,4,5,6,7,8
"65",0,1,0,1,1,0,0,1,1,2,3,5,4,6,7,8
"66",0,0,1,1,1,1,1,0,1,2,3,4,6,5,8,7
"67",0,1,1,0,0,0,0,0,1,2,3,4,7,6,5,8
"68",0,0,1,1,1,1,0,1,1,2,4,3,5,6,7,8
"69",0,0,0,1,0,1,0,0,1,2,3,7,4,5,8,6
"70",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"71",0,1,1,0,1,1,0,1,2,1,3,4,8,6,5,7
"72",0,1,1,0,0,1,1,1,1,2,3,5,4,6,7,8
"73",1,1,1,0,0,1,0,1,8,1,2,3,4,5,6,7
"74",0,1,0,1,1,1,1,1,1,3,2,5,4,7,6,8
"75",0,1,1,0,0,1,0,1,1,3,2,5,7,4,8,6
"76",0,1,0,1,0,0,1,1,1,3,2,4,5,6,7,8
"77",0,1,1,1,1,1,1,0,1,3,2,5,4,6,7,8
"78",0,1,1,1,0,1,1,1,1,2,4,3,5,6,7,8
"79",0,0,0,1,0,1,0,0,1,2,3,4,5,7,6,8
"80",1,0,1,1,1,1,0,1,1,2,3,5,4,7,8,6
"81",1,0,1,1,1,0,0,1,2,1,3,4,7,5,6,8
"82",0,0,0,1,1,0,0,1,2,1,3,6,4,7,5,8
"83",1,0,0,1,0,0,0,1,1,2,3,5,4,6,8,7
"84",0,1,1,0,0,0,0,1,1,2,3,4,6,5,7,8
"85",1,1,0,0,1,1,0,0,8,1,2,3,4,5,6,7
"86",1,0,1,0,1,1,1,0,1,2,3,4,6,5,7,8
"87",1,1,1,0,0,0,1,0,8,1,2,3,4,5,6,7
"88",1,0,0,1,1,0,0,1,1,2,3,4,5,6,7,8
"89",1,0,0,1,1,1,0,1,1,2,4,3,5,7,6,8
"90",1,1,0,0,1,0,1,0,8,1,2,3,4,5,6,7
