"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,1,1,0,1,1,0,1,2,5,3,4,8,6,7
"2",1,1,0,1,0,0,1,1,8,1,2,3,4,5,6,7
"3",1,1,0,0,0,0,0,0,8,1,2,3,4,5,6,7
"4",0,1,0,1,1,0,0,0,1,2,4,3,7,6,5,8
"5",0,0,1,0,1,1,0,0,1,2,3,4,7,5,6,8
"6",1,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"7",0,1,0,0,0,1,0,1,1,2,4,3,5,7,8,6
"8",1,0,0,0,1,1,1,0,1,2,3,4,6,5,8,7
"9",1,0,1,0,0,1,0,0,1,2,4,3,5,6,7,8
"10",1,1,0,0,0,1,1,1,8,1,2,3,4,5,6,7
"11",1,0,0,1,1,1,0,1,1,4,2,3,5,6,8,7
"12",1,1,0,0,0,1,1,1,8,1,2,3,4,5,6,7
"13",1,0,0,0,0,1,0,1,1,2,3,4,5,6,8,7
"14",0,0,0,0,1,1,1,1,1,2,3,4,7,5,6,8
"15",0,0,1,1,1,1,0,1,1,3,2,4,5,6,7,8
"16",0,1,0,0,1,1,0,1,1,3,5,2,4,6,8,7
"17",1,1,0,1,1,1,1,1,8,1,2,3,4,5,6,7
"18",1,0,1,1,0,0,1,1,1,2,3,4,5,6,8,7
"19",1,1,0,1,1,0,1,1,8,1,2,3,4,5,6,7
"20",1,1,1,0,0,1,1,0,8,1,2,3,4,5,6,7
"21",1,0,1,1,1,0,1,0,1,2,3,4,5,7,8,6
"22",1,0,1,0,1,0,1,1,1,2,3,4,5,6,7,8
"23",0,1,1,0,0,1,1,1,1,2,3,4,5,8,6,7
"24",0,1,0,1,1,1,1,0,1,3,2,4,5,6,7,8
"25",0,0,1,0,0,0,1,0,1,2,3,4,5,6,7,8
"26",1,0,1,0,1,1,0,1,1,2,3,6,4,5,7,8
"27",1,0,0,1,0,1,1,0,1,2,3,4,5,6,7,8
"28",1,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8
"29",1,0,0,1,1,0,0,1,1,2,3,4,5,6,7,8
"30",0,0,0,0,1,0,0,0,1,2,4,3,5,6,8,7
"31",1,1,1,0,0,0,1,1,8,1,2,3,4,5,6,7
"32",0,0,1,1,1,0,0,0,1,2,4,3,6,5,8,7
"33",0,1,1,0,1,1,0,0,1,3,2,6,4,5,7,8
"34",0,0,1,1,1,0,0,0,1,2,3,7,6,4,5,8
"35",0,0,0,0,0,1,0,0,1,2,3,6,4,5,7,8
"36",1,0,0,0,0,0,1,0,1,2,3,8,4,6,5,7
"37",0,1,1,0,0,1,1,1,2,1,3,5,4,6,7,8
"38",1,0,1,1,1,1,1,0,1,2,4,3,5,7,8,6
"39",1,1,0,1,0,1,0,0,8,1,2,3,4,5,6,7
"40",1,1,0,1,0,0,1,1,8,1,2,3,4,5,6,7
"41",0,0,1,0,0,1,0,0,1,2,3,4,5,7,8,6
"42",0,1,1,1,0,0,0,0,1,2,3,4,7,5,6,8
"43",1,1,1,1,1,0,1,1,8,1,2,3,4,5,6,7
"44",1,1,1,0,0,0,0,0,8,1,2,3,4,5,6,7
"45",1,0,1,1,0,1,1,0,1,2,4,3,7,6,5,8
"46",0,1,0,1,1,1,0,1,1,2,3,5,4,7,6,8
"47",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"48",0,0,0,0,1,0,0,0,1,2,3,4,6,5,7,8
"49",1,1,1,1,0,0,1,0,8,1,2,3,4,5,6,7
"50",0,0,0,0,1,0,0,0,2,1,3,5,4,8,6,7
"51",1,0,0,0,1,1,0,1,2,1,3,4,5,6,7,8
"52",1,1,0,1,0,0,0,1,8,1,2,3,4,5,6,7
"53",1,0,1,0,0,0,0,1,1,2,3,5,4,8,6,7
"54",1,1,1,0,0,1,1,0,8,1,2,3,4,5,6,7
"55",0,0,1,0,1,0,0,1,1,2,3,4,5,6,7,8
"56",0,1,0,1,0,1,0,1,1,2,3,5,6,4,8,7
"57",0,1,0,1,0,1,0,1,1,2,3,4,5,6,8,7
"58",0,1,1,0,0,0,1,1,1,3,2,4,5,6,8,7
"59",0,0,1,1,1,1,1,1,1,2,3,4,5,7,8,6
