"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,1,1,0,0,0,1,8,1,2,3,4,5,6,7
"2",0,1,1,1,1,1,0,0,1,2,3,4,5,8,6,7
"3",1,0,1,0,0,1,1,1,1,2,3,4,5,8,7,6
"4",0,1,0,0,0,1,1,0,1,2,3,4,5,8,7,6
"5",0,0,0,0,0,1,1,1,1,3,2,4,6,5,7,8
"6",0,1,0,1,0,1,1,0,1,2,3,4,5,6,8,7
"7",0,0,1,1,1,1,1,0,2,1,3,4,5,8,6,7
"8",1,1,1,0,1,1,1,1,8,1,2,3,4,5,6,7
"9",1,1,1,0,1,0,1,1,8,1,2,3,4,5,6,7
"10",1,1,1,1,0,1,1,1,8,1,2,3,4,5,6,7
"11",1,1,1,1,0,0,1,0,8,1,2,3,4,5,6,7
"12",1,1,1,1,1,1,1,1,8,1,2,3,4,5,6,7
"13",0,1,0,1,1,0,1,0,1,2,3,5,4,6,8,7
"14",0,1,0,1,1,0,0,0,1,2,4,3,5,7,6,8
"15",0,0,0,0,1,0,0,0,2,1,4,3,6,8,5,7
"16",1,1,0,1,1,0,0,1,8,1,2,3,4,5,6,7
"17",1,0,0,1,0,0,1,1,1,2,3,5,4,7,6,8
"18",1,1,0,1,1,1,1,0,8,1,2,3,4,5,6,7
"19",1,0,0,0,0,0,1,1,1,2,3,4,5,6,8,7
"20",1,0,1,1,0,1,0,1,1,4,2,3,5,7,6,8
"21",1,0,1,1,1,1,1,0,1,2,3,6,5,4,7,8
"22",1,0,0,0,1,1,1,1,1,2,5,4,3,7,8,6
"23",0,1,0,1,1,1,0,0,1,2,3,4,5,6,7,8
"24",0,1,0,1,0,0,1,0,1,2,3,4,5,7,8,6
"25",1,0,0,1,0,1,1,0,1,2,3,4,6,5,7,8
"26",0,1,0,1,1,0,0,1,1,2,3,4,5,7,8,6
"27",0,0,1,1,1,0,0,1,1,2,3,4,7,5,6,8
"28",0,0,1,0,0,1,0,0,1,2,4,3,6,7,5,8
"29",1,1,0,0,0,1,0,1,8,1,2,3,4,5,6,7
"30",1,1,1,0,0,0,1,1,8,1,2,3,4,5,6,7
"31",0,1,1,1,0,0,1,1,1,2,3,4,5,6,7,8
"32",0,0,1,1,1,0,0,1,1,2,3,4,5,6,8,7
"33",1,0,1,0,1,1,0,1,1,2,3,4,5,6,8,7
"34",0,0,0,0,0,1,0,1,1,2,3,6,4,7,5,8
"35",0,0,0,1,0,1,1,1,1,2,3,5,4,7,6,8
"36",1,1,1,0,1,0,0,1,8,1,2,3,4,5,6,7
"37",1,1,1,0,0,1,0,1,8,1,2,3,4,5,6,7
"38",0,1,1,1,1,1,0,0,1,2,3,5,4,7,8,6
"39",0,0,1,0,0,1,0,1,1,2,3,4,6,5,8,7
"40",1,1,0,1,0,1,0,1,8,1,2,3,4,5,6,7
"41",0,0,1,0,1,0,1,1,1,2,3,6,4,7,5,8
"42",1,1,0,1,1,1,0,1,8,1,2,3,4,5,6,7
"43",0,0,0,0,1,1,1,1,1,3,2,5,4,6,7,8
"44",0,0,1,0,1,0,0,1,1,2,3,4,6,5,7,8
"45",0,1,0,0,0,1,0,0,1,2,3,4,5,7,6,8
"46",0,0,0,0,1,1,1,1,1,2,3,4,5,6,8,7
"47",1,1,1,0,1,1,1,1,8,1,2,3,4,5,6,7
"48",0,0,0,1,1,1,0,0,1,3,2,4,5,7,8,6
"49",1,1,1,0,1,0,0,0,8,1,2,3,4,5,6,7
