"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",0,1,0,0,0,0,0,1,2,1,3,7,4,5,8,6
"2",1,0,1,1,1,1,1,0,1,2,3,6,5,4,8,7
"3",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"4",1,1,1,0,0,0,0,0,2,1,4,3,6,5,8,7
"5",0,0,0,0,0,0,0,1,1,3,2,5,4,6,7,8
"6",1,1,0,1,1,0,0,1,2,1,4,3,6,5,8,7
"7",1,1,1,0,1,1,1,1,2,1,4,3,6,5,8,7
"8",0,1,1,1,1,1,0,0,2,1,3,4,6,5,8,7
"9",0,0,0,1,0,0,0,1,1,2,3,4,6,7,5,8
"10",0,0,0,0,1,1,1,1,1,2,4,3,5,6,7,8
"11",1,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8
"12",0,0,0,1,1,0,0,1,1,3,2,5,4,6,7,8
"13",0,1,0,1,1,1,0,1,1,2,3,5,4,6,7,8
"14",1,0,0,1,0,1,1,1,1,2,4,3,6,8,5,7
"15",1,1,0,0,0,0,1,0,2,1,4,3,6,5,8,7
"16",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"17",0,0,0,0,1,1,1,0,1,2,4,6,3,7,5,8
"18",1,1,1,1,0,1,0,0,2,1,4,3,6,5,8,7
"19",0,0,0,0,0,0,1,1,1,2,3,5,7,4,6,8
"20",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"21",0,0,0,0,0,1,0,1,2,1,3,4,6,7,5,8
"22",0,1,1,0,1,1,1,0,2,1,3,4,5,7,8,6
"23",1,0,0,1,1,1,0,0,1,2,3,5,4,6,7,8
"24",1,0,1,1,1,1,1,1,1,2,4,3,5,6,7,8
"25",1,1,1,0,0,1,1,0,2,1,4,3,6,5,8,7
"26",1,0,1,0,0,0,1,0,1,2,3,4,5,6,7,8
"27",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7
"28",0,0,0,0,0,0,1,1,2,1,3,5,4,6,7,8
"29",1,1,1,0,1,1,1,0,2,1,4,3,6,5,8,7
"30",0,1,1,0,0,0,1,0,1,2,3,7,4,6,8,5
"31",0,0,0,0,1,1,1,0,1,2,3,4,6,5,7,8
"32",0,1,0,1,0,0,1,0,1,4,5,2,3,6,7,8
"33",0,1,0,1,1,0,1,0,1,2,3,7,4,5,6,8
"34",0,1,0,0,1,0,0,0,1,2,3,4,5,8,6,7
"35",0,0,0,1,1,1,0,1,1,2,3,4,5,8,7,6
"36",1,0,1,0,0,0,0,0,2,1,3,4,6,5,7,8
"37",0,1,0,0,1,1,1,0,1,2,3,4,5,7,6,8
"38",0,0,1,0,0,1,0,0,1,2,3,5,6,4,7,8
"39",0,0,1,0,0,1,0,1,1,3,2,4,6,5,7,8
"40",1,0,1,0,0,0,1,0,1,2,3,4,5,8,7,6
"41",0,0,0,1,0,1,0,0,1,2,3,6,4,5,7,8
"42",1,0,1,0,1,0,0,0,1,2,3,5,4,7,6,8
"43",1,0,0,0,0,0,1,1,1,2,3,4,5,6,8,7
"44",1,1,1,0,1,0,1,1,2,1,4,3,6,5,8,7
"45",0,1,0,1,0,1,0,1,1,2,6,4,5,3,8,7
"46",0,0,0,0,1,0,0,0,1,4,2,3,5,8,6,7
"47",1,1,0,1,1,1,0,1,2,1,4,3,6,5,8,7
"48",0,1,1,0,0,1,0,1,1,2,3,4,5,6,7,8
"49",0,0,0,0,0,0,0,0,1,2,5,4,3,7,6,8
"50",1,1,0,0,1,0,1,1,2,1,4,3,6,5,8,7
"51",0,1,0,1,0,0,1,1,1,3,2,4,5,6,8,7
"52",1,0,1,1,0,0,0,0,1,2,3,4,5,6,7,8
"53",1,1,0,1,0,1,1,0,2,1,4,3,6,5,8,7
"54",0,1,0,0,0,1,0,1,2,1,3,4,5,6,7,8
"55",0,1,0,1,0,0,1,0,1,2,3,4,5,7,6,8
"56",0,1,1,1,1,1,1,1,1,2,3,4,5,6,8,7
"57",1,1,1,0,0,0,1,1,2,1,4,3,6,5,8,7
"58",1,0,1,1,0,1,1,0,1,2,3,4,5,6,7,8
"59",0,1,1,1,1,0,1,1,1,2,3,4,6,7,5,8
"60",0,0,0,1,1,0,1,1,1,2,3,5,4,8,7,6
"61",0,1,0,1,1,0,1,1,1,2,3,4,6,7,5,8
"62",0,0,1,0,1,0,1,0,1,2,3,4,5,6,7,8
"63",0,1,1,0,1,0,1,0,1,2,3,4,5,6,7,8
"64",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7
"65",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"66",1,0,1,1,1,0,0,0,1,2,3,5,4,6,7,8
"67",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7
"68",1,1,0,0,0,1,1,1,2,1,4,3,6,5,8,7
"69",0,1,1,0,1,0,1,0,1,2,3,4,5,6,7,8
"70",0,0,1,1,1,1,0,0,1,2,3,5,4,8,7,6
"71",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"72",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7
"73",1,1,0,0,1,1,1,0,2,1,4,3,6,5,8,7
"74",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7
"75",0,1,0,1,0,0,1,0,1,2,3,4,5,6,7,8
"76",1,0,1,1,0,0,0,1,1,2,3,4,5,7,6,8
"77",0,1,1,0,1,1,0,1,1,2,3,4,5,6,8,7
"78",1,0,0,1,1,1,0,0,1,2,5,3,4,6,8,7
"79",0,1,1,1,0,1,0,1,1,3,2,4,7,6,8,5
"80",0,0,0,1,0,0,1,1,1,3,4,2,5,6,7,8
"81",0,1,0,1,0,1,1,0,1,3,4,2,5,7,6,8
"82",1,0,1,1,1,0,1,0,1,3,2,4,5,8,6,7
"83",1,0,1,1,0,1,1,1,1,2,3,4,5,6,7,8
"84",0,1,1,0,1,1,1,1,1,2,4,3,7,5,6,8
