"","descriptor1","descriptor2","descriptor3","descriptor4","descriptor5","descriptor6","descriptor7","descriptor8","party1","party2","party3","party4","party5","party6","party7","party8"
"1",1,1,0,0,0,1,0,0,2,1,4,3,6,5,8,7
"2",0,0,1,1,1,0,1,1,1,3,2,6,4,7,5,8
"3",1,1,1,0,0,0,0,0,2,1,4,3,6,5,8,7
"4",0,0,1,1,0,0,0,1,1,2,4,3,7,5,6,8
"5",1,0,0,0,0,1,0,1,1,3,2,4,5,6,8,7
"6",1,1,0,0,0,0,1,1,2,1,4,3,6,5,8,7
"7",1,1,0,0,0,0,1,1,2,1,4,3,6,5,8,7
"8",1,1,0,0,1,1,0,0,2,1,4,3,6,5,8,7
"9",1,0,1,1,1,1,0,0,1,2,3,4,6,5,7,8
"10",1,0,1,0,0,0,0,0,1,2,3,4,5,6,8,7
"11",0,1,1,1,0,0,1,1,1,2,3,5,4,6,7,8
"12",0,0,1,0,1,1,1,1,2,1,3,5,4,6,8,7
"13",0,0,0,1,1,0,0,0,1,2,3,4,6,5,7,8
"14",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"15",1,1,0,1,0,1,0,1,2,1,4,3,6,5,8,7
"16",1,1,0,0,0,1,1,0,2,1,4,3,6,5,8,7
"17",0,0,0,1,0,1,0,0,2,1,3,4,5,6,7,8
"18",0,0,1,0,1,1,0,0,1,2,3,4,5,7,8,6
"19",0,1,1,1,0,1,1,0,2,1,3,5,4,6,7,8
"20",1,0,1,1,0,1,0,0,1,3,2,4,7,6,5,8
"21",1,1,1,1,0,1,0,1,2,1,4,3,6,5,8,7
"22",0,0,0,0,0,0,1,0,1,2,4,3,5,6,7,8
"23",0,0,1,1,1,1,0,1,1,2,3,4,5,6,7,8
"24",0,0,1,1,0,0,1,0,1,2,5,4,3,7,6,8
"25",0,0,1,1,0,0,1,1,1,2,3,5,4,6,8,7
"26",0,0,0,0,0,0,0,1,1,2,4,3,5,6,8,7
"27",0,1,0,1,1,1,0,1,1,4,2,3,6,8,5,7
"28",0,1,1,0,0,0,0,1,1,2,3,5,4,7,6,8
"29",0,0,0,0,1,0,1,1,4,1,2,3,5,8,6,7
"30",0,0,0,0,0,1,1,0,2,1,4,3,6,5,7,8
"31",0,1,0,1,1,0,1,0,1,3,2,5,6,4,7,8
"32",0,1,0,0,1,0,0,0,1,2,3,4,6,5,8,7
"33",1,0,0,0,1,0,0,0,1,2,3,5,4,6,8,7
"34",0,0,1,0,1,1,1,0,1,2,3,4,8,5,6,7
"35",1,0,1,0,1,1,0,1,1,2,4,3,5,7,8,6
"36",0,0,1,1,1,1,0,1,1,3,2,4,5,7,8,6
"37",0,0,0,1,1,0,1,1,1,2,3,4,6,5,8,7
"38",0,1,1,1,0,1,0,0,1,2,4,3,5,6,7,8
"39",0,0,0,0,1,1,0,0,1,2,3,4,7,5,8,6
"40",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"41",1,0,0,1,1,1,0,0,1,2,3,5,4,7,6,8
"42",1,1,0,0,1,0,1,1,2,1,4,3,6,5,8,7
"43",1,1,1,1,1,1,0,0,2,1,4,3,6,5,8,7
"44",0,1,1,1,0,1,0,0,1,2,4,3,7,5,6,8
"45",1,0,0,0,0,1,0,1,1,2,3,5,4,6,7,8
"46",0,0,0,1,1,1,0,0,1,2,3,4,5,6,7,8
"47",0,0,0,0,1,0,0,1,2,1,3,5,4,6,7,8
"48",1,0,0,1,0,0,1,0,1,2,4,5,3,6,8,7
"49",0,1,0,0,0,0,1,1,1,2,3,5,4,7,6,8
"50",0,0,1,1,1,0,0,0,1,2,3,4,6,5,8,7
"51",0,0,0,1,1,1,0,0,1,2,3,4,5,6,7,8
"52",0,0,1,0,0,1,1,0,1,3,2,4,5,8,6,7
"53",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"54",0,0,1,0,1,1,1,0,1,3,2,5,6,4,7,8
"55",0,1,0,1,1,1,1,0,1,3,2,4,6,5,7,8
"56",1,1,1,1,1,1,1,1,2,1,4,3,6,5,8,7
"57",1,1,1,0,1,1,0,0,2,1,4,3,6,5,8,7
"58",0,0,0,1,1,0,1,0,1,2,3,6,4,5,7,8
"59",1,0,1,1,0,1,0,1,1,2,4,3,6,5,7,8
"60",1,0,1,1,0,1,1,0,1,2,3,4,5,6,8,7
"61",0,0,0,1,0,1,1,1,1,2,3,4,7,6,5,8
"62",1,0,1,0,0,1,0,0,1,2,3,6,4,5,7,8
"63",1,0,0,0,0,0,1,1,1,2,3,5,6,4,7,8
"64",1,1,0,1,1,1,0,0,2,1,4,3,6,5,8,7
"65",0,0,1,0,0,0,0,0,1,2,3,5,6,4,7,8
"66",1,1,0,0,0,0,0,0,2,1,4,3,6,5,8,7
"67",1,1,0,0,0,1,0,1,2,1,4,3,6,5,8,7
"68",1,0,0,0,0,1,1,0,1,2,3,4,5,8,7,6
"69",1,1,1,1,1,1,1,0,2,1,4,3,6,5,8,7
"70",0,0,1,0,1,1,0,1,1,3,2,6,4,7,5,8
"71",0,0,0,0,0,0,1,1,1,2,3,5,4,7,6,8
"72",1,1,1,1,0,1,1,1,2,1,4,3,6,5,8,7
"73",1,0,1,0,1,0,1,0,1,3,2,4,5,7,6,8
"74",0,1,0,0,0,0,1,0,1,3,2,5,4,7,6,8
"75",1,0,1,0,1,1,0,0,1,2,4,3,5,7,6,8
"76",1,1,1,0,0,1,0,0,2,1,4,3,6,5,8,7
"77",0,1,1,1,0,1,0,1,1,2,3,4,7,5,6,8
"78",0,0,1,1,1,0,1,0,1,2,3,4,5,6,8,7
"79",1,0,0,0,1,1,0,1,1,2,3,4,6,5,7,8
"80",0,0,1,0,1,1,0,1,1,2,3,5,6,4,7,8
"81",0,0,1,1,0,0,0,1,1,3,2,5,4,7,8,6
"82",1,1,1,0,0,1,0,1,2,1,4,3,6,5,8,7
"83",0,1,1,0,0,1,0,1,1,2,3,6,4,5,8,7
"84",0,0,0,1,0,1,1,1,1,2,3,4,5,8,7,6
"85",1,1,0,0,1,0,0,0,2,1,4,3,6,5,8,7
"86",1,1,1,1,0,1,0,1,2,1,4,3,6,5,8,7
"87",1,1,1,1,0,1,1,1,2,1,4,3,6,5,8,7
"88",0,1,0,0,0,1,0,1,1,2,3,4,5,6,7,8
"89",0,0,0,1,1,0,0,1,1,2,3,6,4,5,7,8
"90",0,1,0,1,1,1,1,1,1,3,2,5,6,4,8,7
"91",1,1,0,0,1,1,0,1,2,1,4,3,6,5,8,7
"92",1,1,1,1,1,1,0,1,2,1,4,3,6,5,8,7
"93",0,0,1,1,1,0,1,1,1,2,3,4,6,5,7,8
"94",1,1,0,1,0,0,1,0,2,1,4,3,6,5,8,7
"95",0,1,1,1,1,0,1,0,1,2,3,4,5,7,6,8
"96",1,1,0,1,1,1,0,0,2,1,4,3,6,5,8,7
"97",1,1,1,1,1,1,1,0,2,1,4,3,6,5,8,7
"98",1,0,1,1,0,1,0,0,1,2,3,5,4,6,7,8
"99",0,1,0,1,1,1,1,1,1,2,3,4,5,8,7,6
