"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,1,2,3,4,5,6,7,11,8,9,10,18,14,12,13,17,16,20,15,26,19,24,22,23,21,32,28,27,29,31,30,25
"2",0,1,1,2,3,4,5,6,7,10,9,12,11,20,8,13,32,15,30,14,29,16,31,27,25,18,28,17,21,22,23,26,24,19
"3",0,0,1,2,3,4,5,6,7,9,8,10,12,30,11,15,13,32,16,20,26,14,19,21,31,17,23,25,29,27,28,24,22,18
"4",0,0,1,2,3,4,5,6,7,8,10,16,11,9,22,31,14,13,12,19,20,32,17,15,18,27,26,23,29,24,30,21,28,25
"5",1,0,1,2,3,4,5,7,6,10,8,9,14,11,12,13,15,24,16,21,18,17,31,32,20,25,30,19,22,29,23,27,28,26
"6",0,0,2,1,3,5,4,6,8,10,13,7,11,9,12,16,32,17,14,30,28,31,25,15,27,29,24,26,18,23,21,19,20,22
"7",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",0,1,1,2,3,4,5,6,9,7,8,11,32,10,12,13,17,21,14,16,19,20,15,31,18,25,23,30,29,22,24,27,28,26
"9",0,1,1,2,3,4,5,6,7,29,11,8,9,14,10,22,13,32,30,31,12,17,26,15,20,16,21,18,28,23,27,25,19,24
"10",1,0,1,2,3,4,7,6,5,8,12,9,10,13,11,32,31,16,19,17,30,29,15,27,25,14,26,28,18,23,24,22,21,20
"11",1,0,1,3,2,4,5,8,6,7,31,24,30,9,11,32,12,26,25,18,13,29,10,28,27,14,16,15,20,17,19,21,23,22
"12",0,1,1,2,4,3,5,6,8,7,32,9,28,12,10,13,14,30,27,29,11,16,21,18,15,31,17,24,19,26,25,20,22,23
"13",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",0,1,1,3,2,4,5,6,7,8,32,30,27,9,19,28,26,31,17,11,24,29,22,10,23,25,12,20,15,21,13,14,16,18
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,0,1,2,3,4,10,5,7,6,9,8,12,14,32,31,13,11,15,30,16,27,17,18,29,21,28,19,22,26,24,23,25,20
"18",0,0,1,2,3,4,5,7,6,8,9,11,27,10,32,13,14,12,15,29,28,31,16,17,30,23,20,25,18,22,21,19,26,24
"19",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,0,2,1,3,4,6,5,8,7,9,10,32,11,14,16,12,17,15,13,21,31,23,22,18,26,19,20,29,30,27,25,28,24
"21",0,0,1,2,3,4,5,7,6,12,9,10,16,11,8,13,15,32,14,31,30,28,29,26,22,17,27,25,21,20,19,23,24,18
"22",1,0,1,3,2,4,5,7,9,6,8,32,10,11,31,12,16,13,14,29,17,15,20,30,26,28,18,19,23,27,25,22,24,21
"23",0,0,1,2,3,5,6,4,7,8,10,17,9,12,11,32,13,14,18,15,23,29,21,16,31,20,22,30,27,25,26,24,19,28
"24",0,0,1,2,3,4,7,5,6,10,9,32,14,8,12,11,31,30,13,15,17,27,23,29,16,18,20,28,21,26,19,25,24,22
"25",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",1,0,1,2,3,4,11,5,6,8,7,9,10,14,32,15,12,13,16,30,31,22,27,18,29,19,21,20,17,28,23,26,25,24
"27",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",0,0,1,2,4,3,6,13,5,8,7,27,9,12,10,11,14,16,30,26,32,18,19,15,29,31,17,23,28,25,24,20,21,22
"29",0,0,1,2,4,3,6,5,30,7,8,9,13,10,12,11,31,17,16,14,15,22,32,29,27,26,19,28,20,21,18,25,23,24
"30",1,0,1,2,4,3,6,5,7,8,9,11,10,12,13,15,16,32,14,17,29,31,19,18,20,25,30,21,27,22,28,23,26,24
"31",0,0,1,2,3,4,6,5,7,14,22,8,9,32,10,31,12,17,30,11,19,26,27,28,16,25,24,13,15,29,23,18,20,21
"32",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"33",1,0,1,2,4,3,7,5,6,8,10,13,9,12,16,11,30,14,15,19,18,17,32,26,21,29,20,24,31,23,22,25,28,27
"34",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",0,0,1,2,3,4,9,5,6,8,11,7,10,12,15,13,31,32,30,29,18,28,27,14,26,16,24,17,23,25,21,22,19,20
"36",1,0,1,2,3,5,4,7,11,6,9,10,32,8,14,29,13,12,31,15,23,30,16,22,19,27,24,28,25,17,26,20,18,21
"37",1,0,1,3,2,5,4,8,11,6,9,7,10,13,24,14,12,15,31,32,16,29,23,19,27,28,30,17,22,25,20,18,21,26
"38",1,0,1,2,3,4,5,6,8,7,32,10,9,27,26,31,24,22,11,30,14,12,13,15,25,28,16,21,29,20,19,23,18,17
"39",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"40",0,0,1,2,3,5,6,4,7,12,10,9,32,8,11,13,30,14,31,23,18,17,15,19,16,29,21,26,20,28,25,22,27,24
"41",0,0,1,2,3,4,5,6,7,8,10,14,32,9,11,15,12,13,21,19,17,16,18,29,27,30,31,23,25,22,24,20,26,28
"42",0,1,1,2,3,4,5,7,6,10,8,11,9,12,32,15,13,14,16,31,29,30,18,17,22,25,24,21,19,28,27,26,20,23
"43",0,1,1,2,3,4,6,5,7,8,10,9,13,11,12,19,32,17,20,14,30,18,15,16,31,23,21,24,26,22,27,28,29,25
"44",0,1,1,2,3,4,6,5,7,9,8,32,29,30,13,11,10,21,31,14,15,12,25,16,28,18,23,17,27,20,19,24,22,26
"45",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"46",0,0,1,2,3,5,4,6,8,9,10,7,11,14,13,32,12,31,16,29,20,28,30,19,17,15,24,25,18,27,23,26,21,22
"47",0,0,1,2,4,3,5,6,7,9,8,11,10,19,15,17,21,14,16,12,13,32,31,18,30,22,28,26,20,29,23,24,27,25
"48",0,1,2,1,3,4,5,6,10,7,8,11,18,12,9,13,31,14,32,16,17,15,21,25,28,19,22,30,26,29,20,27,23,24
