"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"2",0,0,1,3,2,4,6,5,7,9,8,13,29,11,30,10,32,12,14,31,17,15,24,16,28,26,27,18,21,19,22,25,20,23
"3",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",0,1,1,3,2,4,9,5,6,7,8,12,11,32,10,29,13,31,15,30,28,14,17,18,26,22,19,25,16,27,23,20,21,24
"5",0,0,1,2,5,4,3,6,10,7,8,9,11,12,28,32,15,30,13,14,26,27,16,25,31,20,22,29,17,19,18,23,24,21
"6",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",1,0,1,2,3,4,6,5,7,9,10,8,11,13,17,12,14,15,32,31,28,16,20,27,19,21,30,26,23,22,18,29,25,24
"8",0,0,1,3,2,4,7,5,6,10,32,11,8,9,14,12,13,16,23,26,30,18,31,17,29,15,19,21,28,27,22,24,25,20
"9",0,0,1,2,4,3,5,8,6,7,19,14,9,10,17,11,32,31,15,13,16,29,26,12,28,20,30,24,23,18,25,22,27,21
"10",0,0,2,1,3,6,5,4,7,14,9,10,8,12,15,16,32,11,13,30,20,17,19,29,21,31,28,18,25,26,24,22,27,23
"11",0,0,1,2,3,5,4,6,8,7,12,10,9,32,11,13,29,14,15,31,16,30,23,18,17,28,27,25,24,22,26,21,20,19
"12",0,0,1,2,5,3,4,8,6,10,9,7,14,11,13,12,16,32,15,29,19,31,17,18,21,27,30,28,20,22,24,26,25,23
"13",0,0,1,2,3,6,4,5,7,8,18,9,10,11,12,20,15,13,17,14,16,30,26,19,32,22,23,31,21,25,24,27,29,28
"14",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,2,3,4,5,7,10,6,8,9,32,11,12,14,13,29,18,15,16,30,31,19,17,25,21,28,22,26,27,20,23,24
"16",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,1,1,3,2,4,5,6,8,9,7,10,11,17,12,26,32,31,14,13,30,28,15,23,21,27,19,29,24,25,16,20,18,22
