"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,2,3,5,4,7,6,13,11,10,9,8,14,12,15,18,32,21,17,16,31,19,25,30,26,20,29,23,28,24,22,27
"2",0,0,1,2,3,4,5,9,6,7,12,8,11,13,10,32,22,16,15,14,24,29,31,28,17,25,20,27,19,26,30,23,21,18
"3",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",0,1,1,2,3,5,4,6,7,10,8,9,16,12,32,21,19,30,11,26,13,15,31,14,17,29,18,22,20,24,28,25,23,27
"5",0,0,1,2,3,5,6,4,8,7,9,10,11,12,31,30,26,32,13,29,14,23,15,28,24,25,27,17,20,21,16,18,22,19
"6",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"7",0,1,2,1,4,3,6,5,8,9,10,7,30,11,29,13,28,12,14,32,24,16,15,31,22,26,23,20,19,18,27,17,25,21
"8",1,0,1,2,4,3,5,6,7,10,29,11,31,32,30,9,28,8,12,27,25,17,22,13,14,26,15,16,21,18,19,20,24,23
"9",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,0,2,1,3,4,5,30,7,8,10,6,9,13,31,12,32,11,20,27,14,28,24,29,19,15,22,25,18,17,16,21,23,26
"12",0,0,1,2,4,3,5,9,6,12,8,7,32,15,29,10,13,11,22,14,31,17,19,24,18,28,30,27,16,20,25,23,26,21
"13",1,0,1,2,3,5,4,6,9,8,7,32,28,15,10,12,14,13,31,11,19,16,30,25,17,18,29,21,20,24,26,22,27,23
"14",0,1,2,1,3,5,4,6,8,9,7,31,32,30,10,12,11,20,28,14,21,17,13,29,26,15,27,16,18,23,22,25,19,24
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,0,1,2,3,4,7,5,6,8,9,14,32,11,10,12,31,13,30,15,16,17,25,29,21,27,24,18,28,22,26,23,20,19
"17",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"18",1,0,1,3,2,4,5,6,7,8,13,32,11,15,31,30,9,10,29,16,18,20,14,12,17,28,23,19,21,26,22,27,24,25
"19",0,0,1,2,3,4,6,5,7,8,9,30,11,10,31,13,12,22,14,15,17,32,23,18,16,20,29,26,19,24,27,21,28,25
"20",0,0,2,1,4,3,5,6,7,28,8,9,13,29,10,12,32,20,11,16,14,21,31,15,30,19,17,27,18,23,26,25,24,22
"21",0,0,1,2,3,5,4,6,7,10,12,8,14,30,9,31,19,13,32,28,11,17,22,27,16,29,21,24,23,15,20,18,25,26
"22",1,0,1,2,3,4,5,7,6,8,10,9,28,12,11,22,21,20,14,13,19,18,15,32,17,29,30,16,23,25,26,31,27,24
"23",1,0,1,3,2,4,7,5,8,10,6,9,11,13,12,31,32,27,15,14,17,29,18,16,30,28,21,24,25,23,20,26,19,22
"24",1,0,1,2,3,5,4,9,6,10,7,32,8,11,12,19,15,14,16,21,13,31,30,28,20,17,24,25,18,29,27,23,26,22
"25",1,0,1,2,3,4,6,8,7,10,22,9,5,14,30,11,32,12,31,20,13,18,15,17,16,26,29,19,24,28,25,23,21,27
"26",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"28",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"29",0,0,1,2,3,4,6,7,5,10,8,11,23,22,9,13,12,16,14,15,18,19,26,21,30,17,31,20,32,29,27,28,24,25
"30",1,0,1,2,3,5,4,7,6,8,30,32,28,9,19,31,13,10,29,26,27,12,18,11,24,22,14,17,25,20,21,16,15,23
"31",0,1,1,2,3,4,5,7,6,8,9,10,13,14,12,11,32,31,30,23,29,24,16,28,26,20,18,15,27,17,25,21,22,19
"32",0,1,2,1,3,7,6,4,8,5,32,13,10,14,9,15,16,12,30,19,11,31,17,24,29,27,28,25,18,26,23,22,20,21
"33",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",0,0,1,2,3,5,4,6,10,8,7,22,9,27,11,32,31,30,29,28,14,12,15,13,19,24,16,25,26,17,20,21,23,18
"35",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",1,0,1,2,4,3,5,6,8,12,7,10,11,9,16,13,31,24,14,17,15,19,22,32,21,27,25,23,29,18,26,20,30,28
"37",0,1,1,3,2,4,6,5,8,11,7,10,32,12,9,31,27,13,30,28,19,29,14,16,17,22,23,15,20,25,24,26,21,18
"38",0,1,1,2,3,4,5,6,9,8,7,32,11,12,10,18,29,13,31,17,14,23,28,30,19,26,20,15,24,16,25,27,21,22
"39",1,0,1,2,3,4,6,5,10,8,7,9,12,16,11,15,31,17,32,13,19,14,28,18,30,24,22,21,29,20,23,25,26,27
"40",1,0,1,2,4,3,5,6,7,8,9,12,32,10,11,31,30,14,13,19,16,20,15,29,25,24,17,28,21,27,18,26,22,23
"41",0,1,1,2,3,4,5,6,7,8,9,14,13,10,28,12,11,18,30,15,23,25,20,31,32,19,16,21,17,22,26,27,29,24
"42",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",0,1,1,2,3,4,8,5,6,10,9,7,32,12,11,31,15,30,13,16,17,20,14,24,18,29,19,25,27,26,21,22,23,28
"45",0,0,1,2,3,5,4,6,11,13,7,8,12,9,10,30,32,14,31,18,29,21,28,16,15,17,22,19,20,27,23,26,25,24
"46",0,0,1,2,3,4,6,5,7,8,9,32,10,28,13,11,31,30,12,14,20,29,19,27,15,16,17,18,25,21,22,24,26,23
"47",0,0,1,2,3,4,5,6,29,7,32,8,9,26,30,10,31,11,13,12,27,28,14,25,23,15,22,18,16,17,24,19,20,21
"48",0,1,2,1,3,4,5,6,7,11,13,12,8,10,30,9,24,32,31,14,29,20,28,15,25,27,23,26,16,22,21,18,19,17
"49",0,0,1,2,3,5,4,6,12,7,10,8,32,15,11,9,30,31,16,28,13,25,14,21,26,17,27,29,22,18,24,19,20,23
"50",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"51",0,0,1,2,3,4,5,6,7,8,9,10,11,31,16,13,12,17,21,15,14,26,19,32,25,23,29,20,18,30,24,27,22,28
"52",0,1,1,2,4,3,6,7,5,9,11,12,8,13,29,10,14,30,15,31,32,24,23,16,26,18,20,17,27,25,19,28,21,22
"53",0,0,1,2,3,4,6,32,5,9,11,7,8,10,12,13,29,14,30,15,20,26,31,28,18,17,19,22,24,23,16,27,25,21
"54",0,0,1,2,3,4,5,7,8,6,9,10,11,31,13,14,12,19,15,16,18,21,32,17,29,30,24,27,28,25,20,26,23,22
"55",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
