"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,1,1,2,3,5,4,6,9,8,32,7,11,31,17,10,12,20,14,13,16,15,29,21,18,25,28,30,19,26,27,24,23,22
"2",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"3",0,0,1,2,3,4,5,7,6,8,30,18,10,9,11,32,12,24,13,26,28,23,31,14,27,15,19,17,22,29,16,25,21,20
"4",0,0,1,2,3,6,7,5,4,8,9,10,11,28,29,13,16,14,15,32,12,30,17,31,19,27,18,20,21,23,26,25,22,24
"5",0,1,1,2,4,3,14,5,6,9,7,8,28,12,29,32,25,31,10,21,30,19,24,27,26,11,16,23,22,13,15,17,18,20
"6",0,1,2,1,3,6,4,5,12,7,16,8,9,10,11,31,32,15,13,28,17,14,19,27,18,30,26,29,21,20,22,23,25,24
"7",0,1,1,2,3,4,6,5,7,8,9,10,11,13,12,17,14,18,16,15,20,29,31,22,25,23,32,26,19,24,28,30,21,27
"8",0,0,1,2,3,4,5,7,31,6,32,16,30,8,9,10,13,11,12,29,14,15,27,26,18,17,25,24,28,20,23,21,19,22
"9",0,1,1,2,4,3,6,8,5,7,12,10,11,9,13,32,26,29,16,14,20,15,17,28,18,19,31,23,27,24,21,30,22,25
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,0,1,3,2,4,5,7,6,9,10,8,14,11,18,21,13,12,16,19,30,32,15,31,25,28,17,20,23,27,29,22,26,24
"12",1,0,1,2,3,4,5,32,6,7,15,9,8,13,31,19,10,11,12,14,16,26,17,29,27,28,30,18,24,20,23,25,21,22
"13",0,0,1,2,4,3,8,5,31,6,9,7,10,32,11,29,12,14,15,28,26,30,13,19,17,22,16,25,23,18,21,24,27,20
"14",1,0,1,2,3,4,7,6,5,8,32,11,31,9,22,15,10,12,13,16,17,30,26,14,21,28,27,18,29,20,24,25,23,19
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",1,0,1,2,3,4,5,6,11,10,7,8,15,9,32,12,14,13,16,18,31,17,20,21,29,24,19,30,25,23,28,22,27,26
"18",1,0,1,2,3,4,5,6,10,7,8,9,11,13,32,14,21,12,30,27,19,16,20,22,25,31,18,24,17,15,29,28,23,26
"19",0,0,1,3,2,5,10,7,4,6,8,11,9,15,13,12,14,16,30,31,27,32,25,29,19,26,17,28,18,20,22,23,24,21
"20",1,0,2,1,3,4,5,6,7,8,10,9,31,23,11,12,32,15,14,13,21,26,30,16,19,17,28,18,25,27,29,22,24,20
"21",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"22",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"24",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"25",0,0,1,2,4,3,5,7,6,12,8,10,9,15,32,16,11,14,31,13,30,29,18,17,27,22,28,19,21,23,20,24,25,26
"26",0,1,1,3,2,6,5,8,4,7,11,13,10,9,32,17,12,16,30,23,14,15,31,28,18,29,19,20,25,24,22,27,26,21
"27",1,0,1,2,3,7,5,4,6,9,32,27,31,28,8,21,30,11,10,29,13,25,26,14,16,22,12,18,23,15,19,17,24,20
"28",1,0,1,2,3,5,4,7,6,8,13,9,11,10,12,32,17,29,18,14,15,31,21,30,24,16,19,28,22,20,23,26,27,25
"29",1,0,1,2,3,4,5,6,9,8,7,11,13,10,12,15,16,31,21,25,30,14,32,18,29,17,22,23,20,19,27,26,24,28
"30",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"31",0,1,1,2,3,4,5,6,7,8,10,9,11,29,32,30,13,31,15,12,17,16,27,18,28,14,24,26,19,23,25,20,22,21
"32",0,1,1,3,2,4,6,5,9,7,8,12,20,11,10,30,28,32,31,23,25,14,13,19,26,29,24,16,17,22,15,18,27,21
"33",0,0,1,2,3,4,6,5,7,8,11,9,10,13,15,32,14,12,29,18,25,22,19,16,30,31,23,17,21,28,20,24,26,27
"34",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"35",0,1,1,3,2,6,5,4,7,8,10,9,12,16,13,11,14,31,24,27,18,32,15,19,17,30,28,20,29,23,26,21,25,22
"36",1,0,1,2,3,4,7,5,6,8,30,9,11,10,12,32,26,27,29,28,19,14,31,25,16,15,13,17,18,23,24,22,20,21
"37",1,0,1,2,3,4,6,5,7,8,10,15,11,9,12,22,19,13,25,14,23,24,16,17,32,18,26,20,31,30,27,21,29,28
"38",0,1,1,2,4,3,5,6,8,9,7,13,11,32,10,12,16,15,19,14,17,30,18,25,28,31,29,26,20,27,24,21,22,23
"39",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
