"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,2,1,4,3,5,11,8,6,7,10,9,12,13,15,14,18,30,32,25,20,28,16,29,17,31,26,24,21,19,27,23,22
"2",0,1,1,2,3,5,4,6,7,9,10,8,11,14,12,13,32,30,28,31,18,29,16,17,15,19,23,26,24,21,22,27,25,20
"3",0,1,1,2,3,5,4,6,32,10,8,7,13,9,14,11,12,16,31,17,15,30,29,28,27,20,19,24,21,23,18,26,25,22
"4",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",0,1,1,3,2,5,4,8,6,7,31,10,32,9,11,30,27,12,29,15,28,26,13,14,18,17,21,19,22,25,20,16,24,23
"6",0,1,2,1,3,4,5,7,6,31,25,8,32,9,30,10,12,13,29,11,18,14,15,17,20,16,24,23,26,28,21,19,27,22
"7",0,1,1,2,3,5,4,6,7,11,8,12,10,9,14,32,13,31,30,16,23,28,17,15,18,20,22,26,19,25,29,21,27,24
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",1,0,1,2,3,4,7,5,6,11,8,9,32,14,10,12,22,13,30,25,18,16,15,31,29,19,20,26,21,17,28,24,23,27
"10",1,0,1,2,3,4,5,6,7,32,15,10,8,13,9,25,31,12,11,14,16,21,30,29,17,27,18,28,24,26,19,23,22,20
"11",0,0,1,2,3,4,5,6,7,8,32,10,14,9,15,12,11,13,16,19,31,20,17,18,30,28,21,29,27,23,22,26,24,25
"12",1,0,2,1,3,5,4,7,6,10,8,15,9,13,11,12,18,21,25,17,20,16,19,14,29,22,32,30,31,23,24,27,26,28
"13",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"14",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,0,1,2,3,6,7,4,5,8,10,9,13,11,12,32,16,30,14,17,31,18,15,21,25,29,22,27,19,24,23,26,28,20
"16",0,1,1,2,3,5,4,7,10,6,8,9,32,16,30,11,29,15,12,13,25,28,14,26,20,31,17,27,23,22,18,19,24,21
"17",0,0,1,2,3,4,5,6,7,8,9,11,10,32,14,13,15,22,23,12,21,16,17,18,28,30,31,19,20,26,24,29,27,25
"18",0,1,1,2,3,4,7,5,6,8,16,9,10,11,30,32,31,29,13,12,14,28,23,15,24,22,27,25,19,26,18,21,20,17
"19",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",0,0,1,2,3,5,4,7,8,6,9,10,11,14,27,12,13,17,19,29,20,32,18,15,23,31,16,30,21,22,25,24,28,26
