"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,2,1,3,5,4,6,7,32,9,8,12,13,10,11,19,15,16,14,27,29,17,31,18,30,20,28,22,25,26,23,21,24
"2",1,0,2,1,3,4,5,12,7,13,6,8,10,28,11,9,31,23,14,29,17,30,32,16,15,18,27,22,19,24,26,25,21,20
"3",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"4",0,1,1,2,3,5,4,9,10,7,8,6,16,11,13,32,31,15,19,14,12,21,22,17,30,23,18,20,27,28,29,24,26,25
"5",1,0,1,2,3,6,4,5,7,32,8,11,9,12,10,31,16,14,13,26,15,23,30,18,28,25,19,17,29,21,27,22,24,20
"6",0,0,1,2,3,4,5,7,6,9,8,10,17,30,11,14,12,32,13,15,29,16,31,20,28,27,25,18,26,19,21,23,22,24
"7",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"9",0,1,2,1,3,4,6,5,7,10,8,11,14,12,22,9,15,13,18,17,20,32,29,30,16,21,25,31,19,24,23,27,26,28
"10",0,0,1,2,3,4,5,6,8,7,32,30,11,9,10,31,13,12,29,18,26,28,14,20,27,15,23,21,16,24,17,25,19,22
"11",0,1,1,2,4,3,5,32,6,7,8,9,10,30,17,11,12,20,13,16,15,31,25,22,14,18,21,19,24,26,27,28,23,29
"12",0,0,1,2,3,4,5,6,7,8,9,30,10,12,14,21,11,17,13,31,15,22,20,27,32,16,18,26,29,19,28,23,24,25
"13",0,0,1,2,3,4,5,6,7,8,9,12,10,11,24,13,15,14,16,32,28,31,19,20,22,29,30,18,26,17,25,27,21,23
"14",0,1,1,2,3,4,5,7,8,6,9,15,12,10,32,18,13,11,17,26,23,16,20,14,30,19,31,25,24,29,27,28,21,22
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,1,1,2,3,6,4,8,5,7,10,9,11,32,15,13,17,12,28,18,14,29,30,31,23,16,19,20,26,24,27,21,22,25
"17",0,1,1,2,5,3,4,8,6,9,10,7,12,13,11,31,27,17,14,15,21,32,16,23,28,30,19,18,26,25,20,22,29,24
"18",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"19",0,0,1,2,3,4,5,6,8,10,9,14,7,11,32,30,12,13,31,27,18,22,15,17,16,24,26,23,29,28,20,21,25,19
"20",0,1,1,2,3,5,4,8,6,7,9,10,14,13,12,32,11,15,25,31,17,16,18,22,30,20,28,19,24,29,26,27,23,21
"21",0,1,1,2,3,5,4,6,9,31,7,8,28,30,12,10,32,11,14,29,21,20,15,26,13,23,17,24,16,25,19,18,27,22
"22",0,1,2,1,3,4,5,6,7,8,9,12,10,13,32,11,24,30,31,27,14,16,28,29,15,18,23,19,21,20,25,26,22,17
"23",0,0,1,2,3,4,6,7,5,9,8,14,11,10,12,15,20,13,32,24,16,31,17,30,19,18,21,23,22,26,29,28,27,25
