"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",0,0,2,1,3,5,6,8,7,4,13,10,32,15,9,12,30,31,11,29,17,14,27,16,28,18,19,21,22,23,20,25,26,24
"2",0,0,1,2,3,7,6,4,5,9,8,13,11,31,12,10,32,14,30,15,16,26,17,28,29,20,19,18,27,21,23,24,25,22
"3",0,1,1,2,3,5,7,4,15,12,6,8,9,11,10,31,18,13,32,21,14,22,30,20,29,26,16,19,28,17,25,23,27,24
"4",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"5",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"6",0,1,1,2,3,4,5,6,7,9,30,12,31,8,14,21,11,10,15,22,26,13,29,32,19,28,25,16,17,27,24,23,18,20
"7",0,1,1,2,3,5,4,10,6,7,29,8,11,32,18,31,12,9,23,30,14,13,28,15,17,25,26,16,20,24,27,22,21,19
"8",0,0,1,2,3,4,5,8,6,7,9,10,11,13,26,12,19,14,16,15,23,27,22,17,25,31,30,21,18,29,20,32,24,28
"9",0,1,1,2,3,4,6,5,14,7,8,32,10,12,9,15,11,20,19,13,22,26,17,25,31,30,16,18,29,28,21,23,27,24
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",0,0,1,2,4,3,6,5,8,7,9,10,14,11,17,15,32,12,13,31,16,27,21,30,29,24,28,18,25,20,26,19,23,22
"12",1,0,1,2,3,4,6,5,7,9,8,11,10,12,15,16,17,31,14,27,13,32,23,28,30,26,29,24,25,18,19,20,22,21
"13",0,1,1,2,3,4,5,6,7,10,8,9,18,11,12,17,32,13,31,16,14,25,19,27,15,29,30,23,28,22,20,24,21,26
"14",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"15",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"16",0,1,1,2,3,4,5,6,9,7,8,10,32,11,13,26,15,28,14,12,31,29,19,17,30,16,27,18,21,20,24,23,22,25
"17",0,1,1,2,3,4,5,6,7,8,10,11,29,15,9,17,26,16,25,32,12,13,21,14,28,30,31,18,20,22,27,19,23,24
"18",0,1,1,2,3,6,5,4,7,8,11,16,9,32,10,31,15,13,14,12,18,17,23,30,29,28,26,19,25,27,20,22,21,24
"19",1,0,1,2,4,3,5,6,7,10,31,9,8,13,11,17,14,32,19,12,15,21,23,16,22,28,29,30,18,26,24,27,20,25
"20",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"21",0,0,1,3,2,4,5,6,7,9,27,11,32,10,8,30,31,12,29,17,16,13,28,26,14,22,15,24,19,21,18,23,25,20
"22",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"23",0,0,1,2,3,6,4,5,7,8,11,12,10,9,31,14,13,16,25,15,17,19,32,18,30,20,29,21,27,24,22,28,26,23
