"","descriptor1","descriptor2","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","party12","party13","party14","party15","party16","party17","party18","party19","party20","party21","party22","party23","party24","party25","party26","party27","party28","party29","party30","party31","party32"
"1",1,0,1,2,3,4,5,6,8,7,31,12,19,32,10,13,9,11,15,24,16,20,30,14,26,17,27,28,21,18,29,23,25,22
"2",0,1,2,1,3,5,4,6,10,7,9,8,13,11,12,15,14,20,31,32,17,30,16,27,28,18,22,21,24,29,26,23,19,25
"3",1,0,1,2,3,5,4,8,6,7,9,10,11,32,12,13,14,30,31,15,22,27,23,17,18,16,24,20,19,26,29,28,21,25
"4",0,0,1,4,2,3,8,6,5,7,11,9,12,26,10,16,31,14,19,32,13,15,17,18,29,28,20,27,23,24,22,30,25,21
"5",0,1,1,3,2,4,5,9,6,7,10,13,11,8,32,14,20,31,12,27,16,18,17,26,15,23,21,30,28,19,22,29,25,24
"6",1,0,2,1,4,3,5,9,11,6,7,8,10,14,30,32,12,31,13,29,16,22,27,17,21,15,28,20,26,19,24,18,25,23
"7",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"8",0,1,1,2,3,8,4,7,5,6,10,20,12,9,15,14,11,32,18,13,29,30,16,19,31,27,28,17,23,24,25,22,21,26
"9",0,0,1,3,2,4,5,6,7,8,9,10,32,15,12,14,11,31,28,30,13,18,21,19,17,22,16,29,24,27,20,23,25,26
"10",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"11",1,0,1,2,3,4,5,6,8,7,31,11,14,32,13,9,10,16,12,15,26,17,29,25,30,20,27,18,28,22,24,19,23,21
"12",1,0,1,3,2,4,5,9,7,8,6,32,30,11,31,12,26,10,15,18,25,14,13,16,17,27,21,22,29,20,19,24,28,23
"13",1,0,1,2,3,4,5,6,10,12,7,9,18,8,14,11,13,17,15,16,19,32,22,21,31,23,27,25,20,24,26,30,29,28
"14",0,0,2,1,3,4,6,5,7,9,8,16,14,13,11,10,22,12,20,15,32,17,26,19,18,31,21,24,23,27,29,28,30,25
"15",1,0,1,2,3,4,7,5,6,8,9,32,28,31,11,17,12,10,30,26,29,13,27,24,23,25,18,14,21,19,15,16,22,20
"16",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"17",0,1,1,3,2,5,4,6,7,9,8,11,10,12,15,14,16,13,17,18,31,30,27,28,19,32,20,22,29,24,21,26,23,25
"18",1,0,1,2,3,4,6,7,5,9,32,8,10,11,16,13,31,12,14,18,17,29,30,15,23,19,28,26,27,24,25,21,20,22
"19",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"20",1,0,1,2,3,4,5,6,7,8,32,10,12,11,28,14,9,31,13,30,16,29,19,22,15,25,17,27,26,21,18,20,23,24
"21",0,1,1,2,3,7,4,5,10,6,9,8,11,12,14,32,31,29,30,15,27,16,13,28,20,17,25,18,23,24,19,22,21,26
"22",0,0,1,2,4,3,6,5,7,9,10,8,11,14,12,31,13,32,16,29,15,27,18,17,30,20,28,26,23,19,22,21,24,25
"23",0,0,1,2,3,4,5,6,7,9,10,11,8,12,14,13,30,15,17,20,32,18,16,28,19,31,29,21,23,22,24,25,26,27
"24",1,0,1,2,3,6,5,4,8,7,10,9,11,12,32,15,14,30,13,31,18,26,27,16,17,24,29,28,19,23,25,22,21,20
"25",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"26",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"27",0,1,1,3,2,4,5,6,10,7,8,9,12,31,14,13,11,16,32,29,15,19,20,17,18,30,23,28,27,25,24,21,22,26
"28",0,1,1,2,3,4,11,5,6,8,10,7,9,14,12,29,15,31,13,30,16,28,32,26,20,17,22,24,27,21,19,25,23,18
"29",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"30",1,0,1,3,2,4,5,7,32,6,8,11,9,13,10,14,20,12,16,17,15,18,31,27,24,30,22,19,29,28,26,21,23,25
"31",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"32",0,1,1,2,3,5,4,6,7,32,8,26,11,15,10,9,12,31,30,29,13,14,28,22,18,21,25,16,17,20,19,27,23,24
"33",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"34",1,0,1,2,3,4,5,7,9,8,12,6,11,10,32,16,14,13,24,15,17,21,18,23,19,30,31,25,22,29,28,20,26,27
"35",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"36",0,1,1,2,3,4,7,6,5,9,11,10,8,12,15,17,18,13,32,14,21,19,31,16,30,27,20,26,23,29,28,24,25,22
"37",0,0,1,2,3,8,7,4,5,6,9,13,10,11,12,14,32,24,17,15,22,16,19,31,23,20,18,29,25,30,21,28,27,26
"38",0,0,1,2,3,4,5,11,7,6,8,10,12,9,13,31,14,16,22,19,32,15,17,18,20,29,28,26,27,30,21,23,25,24
"39",1,0,1,2,3,4,5,10,8,29,7,6,31,23,13,28,9,32,11,12,30,14,27,19,20,15,17,16,25,18,22,26,21,24
"40",0,0,1,2,3,5,4,7,8,6,9,32,13,12,11,22,10,24,15,28,23,14,17,31,30,16,21,20,19,18,26,29,25,27
"41",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"42",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"43",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"44",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"45",1,0,1,2,3,4,6,5,7,10,29,8,11,9,16,32,17,13,22,14,18,15,21,12,23,20,26,31,19,30,27,24,28,25
"46",1,0,1,2,3,4,7,5,6,13,8,21,25,9,10,11,12,31,30,26,14,32,15,18,19,29,22,23,17,16,28,20,27,24
"47",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"48",0,0,1,3,2,4,5,6,7,8,10,13,31,32,14,9,11,30,29,12,27,21,16,19,28,23,25,17,15,24,26,18,22,20
"49",0,1,1,2,3,5,4,7,8,6,9,18,15,10,32,14,31,11,13,19,30,12,21,26,16,17,23,28,22,27,20,29,25,24
"50",0,0,1,2,3,4,8,5,6,7,9,10,14,32,11,12,31,29,15,16,13,18,30,25,17,26,22,24,23,21,27,28,19,20
"51",0,1,1,2,3,5,4,6,11,7,8,12,9,10,14,31,18,13,15,32,16,17,21,30,23,19,22,20,25,29,26,24,27,28
"52",0,1,1,2,4,3,7,5,6,11,8,13,10,9,14,32,19,12,15,30,17,25,23,16,31,18,27,21,20,22,28,26,29,24
"53",0,1,1,3,4,2,6,5,7,10,29,8,9,32,16,15,27,13,11,23,12,14,28,31,30,17,24,26,20,25,21,18,22,19
"54",0,0,1,2,3,4,5,6,10,7,9,8,12,13,11,18,22,32,16,15,19,14,17,20,23,30,28,31,27,29,25,21,26,24
"55",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"56",1,0,1,5,2,3,4,7,6,9,11,8,14,10,12,13,22,16,31,15,19,20,32,28,17,29,24,30,18,27,21,26,23,25
"57",0,0,1,2,3,5,4,8,7,6,32,13,12,11,9,28,10,31,14,26,16,29,30,17,21,15,27,19,25,20,24,18,22,23
"58",0,0,1,2,3,4,6,8,7,12,5,9,29,11,10,19,18,32,28,13,17,14,16,15,25,31,24,26,21,20,30,23,22,27
"59",0,1,1,3,2,4,5,6,8,7,9,32,12,11,10,17,14,13,16,31,24,15,18,30,21,25,28,22,19,29,27,20,23,26
"60",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"61",0,1,1,2,3,4,8,7,6,5,11,9,32,13,31,12,10,15,14,16,25,17,21,18,22,24,30,23,19,29,27,20,26,28
"62",0,0,1,2,3,4,5,6,8,7,23,12,11,15,32,10,29,13,9,31,28,17,30,25,14,16,22,26,24,27,21,18,19,20
"63",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"64",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"65",0,0,1,2,3,4,6,5,7,8,32,10,15,11,26,9,29,27,12,31,28,30,20,25,13,18,24,23,14,16,22,21,17,19
"66",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"67",1,0,1,2,3,4,5,7,9,6,10,8,11,26,30,32,12,14,13,15,31,18,24,29,16,23,19,28,27,17,25,21,22,20
"68",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"69",0,0,1,2,3,4,6,5,7,9,8,12,11,10,13,15,32,22,14,17,31,19,28,16,18,20,27,30,29,21,26,25,24,23
"70",0,1,1,2,3,4,5,6,7,9,8,11,32,10,12,20,13,31,14,17,30,15,16,21,19,18,24,28,25,22,23,29,26,27
"71",0,1,1,2,3,4,5,7,6,29,30,9,15,8,14,32,12,10,11,22,19,13,31,17,16,27,24,21,20,28,18,26,25,23
"72",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"73",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"74",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"75",0,0,1,2,3,4,5,6,7,32,9,8,11,27,30,10,29,22,31,12,18,16,13,14,15,19,23,17,21,20,28,24,26,25
"76",0,1,1,2,3,4,5,11,7,6,10,9,12,8,15,32,31,13,24,14,27,30,25,17,29,28,21,16,22,26,18,23,20,19
"77",1,1,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
"78",0,0,1,2,3,4,5,31,6,8,7,29,9,32,10,30,28,24,12,18,26,23,27,11,14,13,16,25,21,20,19,17,15,22
"79",0,1,1,2,3,4,7,5,8,6,10,16,13,27,12,30,32,20,9,11,31,15,28,14,18,17,29,24,26,25,21,19,22,23
"80",0,1,1,2,3,4,6,5,7,9,12,25,8,10,28,13,19,32,31,11,30,21,15,20,27,24,29,14,22,26,16,23,18,17
"81",0,1,2,1,3,4,5,6,8,9,32,13,7,10,21,12,11,31,30,16,14,24,28,15,25,29,18,17,19,22,27,20,23,26
"82",0,1,1,2,3,4,5,7,6,9,11,8,13,10,31,18,16,30,32,29,17,14,12,15,19,21,28,27,24,20,23,26,25,22
"83",1,0,1,2,3,4,5,6,9,8,7,10,13,11,14,12,31,30,19,32,29,16,26,17,15,25,27,20,22,18,24,28,21,23
"84",0,1,2,1,3,4,5,6,7,8,10,9,12,32,11,14,31,29,24,19,13,25,30,20,26,16,15,27,28,17,18,21,23,22
"85",1,0,1,3,2,4,6,5,7,11,30,9,32,8,10,12,13,17,14,31,15,18,16,26,21,20,29,19,23,24,25,27,28,22
